job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills,job_posted_month
Data Scientist,LISO Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-11-22 07:22:07,False,False,Germany,,,,Nemak Spain SL.,,,Nov
Data Analyst,Data Analytics,Germany,via BeBee,Full-time,False,Germany,2023-12-28 07:29:36,True,False,Germany,,,,Lidl Digital,,,Dec
Data Engineer,Aerodynamic Data Engineer,Germany,via BeBee,Temp work,False,Germany,2023-12-09 07:13:55,True,False,Germany,,,,STRATO Personal GmbH,"['python', 'matlab']","{'programming': ['python', 'matlab']}",Dec
Data Scientist,Data Werkstudent,Germany,via BeBee,Full-time,False,Germany,2023-10-15 07:12:30,True,False,Germany,,,,Erdrich Umformtechnik GmbH,,,Oct
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-09-09 07:11:31,False,False,Germany,,,,Hannover Rück SE,"['r', 'python']","{'programming': ['r', 'python']}",Sep
Data Scientist,Digital Analytics Implementation Specialist,Germany,via BeBee,Full-time,False,Germany,2023-09-17 07:11:45,True,False,Germany,,,,Hopmann Marketing Analytics GmbH,,,Sep
Data Scientist,Data Scientist:in für die Zustandsbewertung der Infrastruktur,Germany,via Indeed,Full-time,False,Germany,2023-11-21 08:02:41,False,False,Germany,,,,Deutsche Bahn,"['python', 'r']","{'programming': ['python', 'r']}",Nov
Senior Data Scientist,Senior Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-12-01 07:20:53,False,False,Germany,,,,Banque Internationale à Luxembourg (BIL),"['python', 'flow']","{'other': ['flow'], 'programming': ['python']}",Dec
Data Analyst,Data Analyst (m/w/d),Germany,via LinkedIn,Full-time,False,Germany,2023-02-14 07:29:10,True,False,Germany,,,,Getränke Hoffmann GmbH,"['sql', 'snowflake', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['snowflake'], 'programming': ['sql']}",Feb
Business Analyst,Analyst:in /Geschäftsanalyst:in,Germany,via Stepstone,Full-time,False,Germany,2023-11-15 07:19:37,False,False,Germany,,,,Deutsche Bahn AG,"['sql', 'vba', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql', 'vba']}",Nov
Data Engineer,Data Experte,Germany,via BeBee,Temp work,False,Germany,2023-12-09 07:13:13,False,False,Germany,,,,Hays AG,"['snowflake', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['snowflake']}",Dec
Data Analyst,"datenanalyst, data analyst",Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:28,True,False,Germany,,,,Naturenergie Hochrhein AG,,,Dec
Senior Data Engineer,Senior Data Engineer,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-12-06 07:16:31,True,False,Germany,,,,DB Systel GmbH,"['python', 'scala', 'aws', 'azure']","{'cloud': ['aws', 'azure'], 'programming': ['python', 'scala']}",Dec
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:13:21,False,False,Germany,,,,Retraced GmbH,"['r', 'sql', 'typescript', 'oracle', 'react', 'word', 'terraform', 'kubernetes', 'github']","{'analyst_tools': ['word'], 'cloud': ['oracle'], 'libraries': ['react'], 'other': ['terraform', 'kubernetes', 'github'], 'programming': ['r', 'sql', 'typescript']}",Dec
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-06 07:16:12,False,False,Germany,,,,Skilled GmbH,"['python', 'scala', 'java', 'sql', 'nosql', 'databricks', 'aws', 'azure', 'hadoop', 'spark', 'kafka', 'ansible']","{'cloud': ['databricks', 'aws', 'azure'], 'libraries': ['hadoop', 'spark', 'kafka'], 'other': ['ansible'], 'programming': ['python', 'scala', 'java', 'sql', 'nosql']}",Dec
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-09-01 07:44:40,False,False,Germany,,,,Essity,"['python', 'scala', 'r', 'sql', 'databricks', 'azure', 'hadoop', 'spark', 'pyspark', 'pandas', 'kafka', 'jupyter', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['databricks', 'azure'], 'libraries': ['hadoop', 'spark', 'pyspark', 'pandas', 'kafka', 'jupyter'], 'programming': ['python', 'scala', 'r', 'sql']}",Sep
Data Analyst,Betriebswirt / Ingenieur / Techniker / Meister als Data Analyst...,Germany,via Stepstone,Full-time,False,Germany,2023-06-19 07:36:03,True,False,Germany,,,,ENERCON,['sap'],{'analyst_tools': ['sap']},Jun
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-10-14 07:10:38,False,False,Germany,,,,LIVISTO,"['power bi', 'sap']","{'analyst_tools': ['power bi', 'sap']}",Oct
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:13:28,False,False,Germany,,,,Allozymes,"['python', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'scikit-learn']","{'libraries': ['pandas', 'numpy', 'matplotlib', 'seaborn', 'scikit-learn'], 'programming': ['python']}",Dec
Senior Data Engineer,(Senior) Data Engineer,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-01-25 08:00:24,True,False,Germany,,,,Fotografen Online Service GmbH,,,Jan
Data Scientist,Data Scientist (w/m/d),Germany,via Stepstone,Full-time,False,Germany,2023-06-12 07:39:10,False,False,Germany,,,,dmTECH GmbH,"['python', 'sql', 'spark', 'pandas', 'numpy']","{'libraries': ['spark', 'pandas', 'numpy'], 'programming': ['python', 'sql']}",Jun
Data Engineer,Data Engineer SQL,Germany,via BeBee,Full-time,False,Germany,2023-12-17 07:15:27,False,False,Germany,,,,Stillfront,"['python', 'sql', 'snowflake', 'aws', 'airflow', 'looker', 'puppet', 'chef', 'ansible', 'kubernetes']","{'analyst_tools': ['looker'], 'cloud': ['snowflake', 'aws'], 'libraries': ['airflow'], 'other': ['puppet', 'chef', 'ansible', 'kubernetes'], 'programming': ['python', 'sql']}",Dec
Data Analyst,Analyst (m/w/d),Germany,via BeBee,Full-time,False,Germany,2023-12-17 07:15:02,False,False,Germany,,,,Dyson GmbH,"['python', 'tableau', 'excel']","{'analyst_tools': ['tableau', 'excel'], 'programming': ['python']}",Dec
Business Analyst,Business Intelligence Analyst,Germany,via BeBee,Full-time,False,Germany,2023-12-06 07:15:25,True,False,Germany,,,,recare,"['sql', 'looker', 'tableau']","{'analyst_tools': ['looker', 'tableau'], 'programming': ['sql']}",Dec
Data Engineer,Big Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-23 07:32:38,True,False,Germany,,,,Sopra Steria,,,Dec
Data Analyst,Daten Analyst gesucht (w/m/d),Germany,via Junico,Contractor,False,Germany,2023-11-14 07:38:54,True,False,Germany,,,,Junico GmbH,,,Nov
Data Engineer,Lead Data Engineer,Germany,via XING,Full-time,False,Germany,2023-10-13 07:35:52,True,False,Germany,,,,Antal International Ltd,"['python', 'sql', 'aws', 'redshift', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['aws', 'redshift'], 'programming': ['python', 'sql']}",Oct
Data Analyst,Werkstudent:in / Praktikant:in Data Analyst / Financial...,Germany,via BeBee,Internship,False,Germany,2023-11-22 07:21:46,True,False,Germany,,,,FormMed Health Care GmbH,,,Nov
Data Analyst,Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:26,False,False,Germany,,,,RepRisk AG,"['sql', 'python', 'r', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql', 'python', 'r']}",Dec
Data Engineer,Microsoft Data Analyst / Data Engineer,Germany,via LinkedIn,Full-time,False,Germany,2023-08-30 07:30:57,True,False,Germany,,,,Prodware,"['go', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['go']}",Aug
Data Analyst,Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-11-08 07:38:16,True,False,Germany,,,,Hays Interne Karriere bei Uns,,,Nov
Senior Data Scientist,"Senior Data Scientist, Merchant",Germany,via BeBee,Full-time,False,Germany,2023-12-06 07:15:40,False,False,Germany,,,,Wolt Oy,"['python', 'sql', 'snowflake', 'spark', 'airflow', 'kafka', 'looker', 'docker']","{'analyst_tools': ['looker'], 'cloud': ['snowflake'], 'libraries': ['spark', 'airflow', 'kafka'], 'other': ['docker'], 'programming': ['python', 'sql']}",Dec
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:49,False,False,Germany,,,,Predium,,,Dec
Data Engineer,Data & AI Engineer (m/w/d),Germany,via Stepstone,Full-time,False,Germany,2023-09-12 07:18:17,False,False,Germany,,,,Thieme Compliance GmbH,"['python', 'tensorflow', 'pytorch']","{'libraries': ['tensorflow', 'pytorch'], 'programming': ['python']}",Sep
Senior Data Analyst,senior data analyst,Germany,via WANE Jobs,Full-time,False,Germany,2023-02-06 07:37:53,False,False,Germany,,,,BP,,,Feb
Data Scientist,Data Research,Germany,via BeBee,Full-time,False,Germany,2023-12-17 07:15:20,False,False,Germany,,,,IQVIA,,,Dec
Data Scientist,Data Scientist/analytics Specialist,Germany,via BeBee,Full-time,False,Germany,2023-10-31 07:11:59,False,False,Germany,,,,CHECK24,,,Oct
Senior Data Scientist,Senior Data Scientist - HYBRID,Germany,via XING,Contractor,False,Germany,2023-12-08 07:20:35,False,False,Germany,,,,Proclinical Staffing,"['sas', 'sas', 'r']","{'analyst_tools': ['sas'], 'programming': ['sas', 'r']}",Dec
Software Engineer,Integration Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-01 07:21:35,True,False,Germany,,,,Enovos,"['git', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'other': ['git']}",Dec
Data Engineer,(senior) Data Engineer,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-07-09 07:25:44,True,False,Germany,,,,RTL Deutschland GmbH,,,Jul
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-09-12 07:18:17,False,False,Germany,,,,secjur GmbH,"['python', 'azure', 'databricks', 'github', 'git', 'terraform', 'confluence', 'jira']","{'async': ['confluence', 'jira'], 'cloud': ['azure', 'databricks'], 'other': ['github', 'git', 'terraform'], 'programming': ['python']}",Sep
Data Analyst,Project Data Analyst,Germany,via BeBee,"Full-time, Part-time, and Contractor",False,Germany,2023-12-06 07:15:15,True,False,Germany,,,,MNR Solutions Pvt. Ltd.,,,Dec
Data Scientist,Data Scientist,Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-11-08 07:38:37,False,False,Germany,,,,hannoverre,"['r', 'python']","{'programming': ['r', 'python']}",Nov
Data Engineer,Internet of Things Data Engineer,Germany,via LinkedIn,Full-time,False,Germany,2023-08-31 07:53:33,False,False,Germany,,,,Mane Contract Services,"['c#', 'python', 'azure', 'kafka', 'angular', 'linux', 'docker', 'jira', 'confluence']","{'async': ['jira', 'confluence'], 'cloud': ['azure'], 'libraries': ['kafka'], 'os': ['linux'], 'other': ['docker'], 'programming': ['c#', 'python'], 'webframeworks': ['angular']}",Aug
Data Analyst,Werkstudent Data-Team,Germany,via BeBee,Full-time,False,Germany,2023-10-14 07:10:38,True,False,Germany,,,,PlanerAI GmbH,,,Oct
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-09-01 07:44:24,False,False,Germany,,,,Enter by baupal GmbH,"['python', 'sql', 'pandas', 'scikit-learn']","{'libraries': ['pandas', 'scikit-learn'], 'programming': ['python', 'sql']}",Sep
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:13:42,False,False,Germany,,,,Alexander Thamm GmbH,"['python', 'java', 'scala', 'azure', 'aws', 'hadoop']","{'cloud': ['azure', 'aws'], 'libraries': ['hadoop'], 'programming': ['python', 'java', 'scala']}",Dec
Data Analyst,Werkstudent:in Data Analyst / Automatisierung (w/m/d),Germany,via Indeed,Full-time,False,Germany,2023-05-07 07:42:43,False,False,Germany,,,,Deutsche Bahn,"['python', 'java', 'c#', 'qlik']","{'analyst_tools': ['qlik'], 'programming': ['python', 'java', 'c#']}",May
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-09-01 07:44:33,False,False,Germany,,,,Avi Medical,"['sql', 'python', 'snowflake', 'redshift', 'bigquery', 'aws', 'azure', 'pandas', 'numpy', 'tableau', 'looker']","{'analyst_tools': ['tableau', 'looker'], 'cloud': ['snowflake', 'redshift', 'bigquery', 'aws', 'azure'], 'libraries': ['pandas', 'numpy'], 'programming': ['sql', 'python']}",Sep
Senior Data Engineer,Lead / Senior Data Engineer (f/m/d),Germany,via Ai-Jobs.net,Full-time,False,Germany,2023-04-27 07:15:48,False,False,Germany,year,147500.0,,Hitachi Solutions,"['sql', 'azure', 'databricks', 'pyspark', 'power bi', 'unify']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['pyspark'], 'programming': ['sql'], 'sync': ['unify']}",Apr
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-09-29 07:15:07,False,False,Germany,,,,CHEFS CULINAR West GmbH & Co. KG,,,Sep
Senior Data Analyst,Senior Data Analyst (m/f/d),Germany,via Dexcom Careers,Full-time,False,Germany,2023-08-31 07:52:29,False,False,Germany,,,,Dexcom,"['sql', 'oracle', 'aws', 'gcp', 'redshift', 'tableau', 'flow', 'github']","{'analyst_tools': ['tableau'], 'cloud': ['oracle', 'aws', 'gcp', 'redshift'], 'other': ['flow', 'github'], 'programming': ['sql']}",Aug
Software Engineer,Data / Software Engineer,Germany,via Trabajo.org,Full-time,False,Germany,2023-02-25 07:50:43,True,False,Germany,,,,Jungle,"['mongodb', 'mongodb', 'shell', 'python', 'postgresql', 'mysql', 'cassandra', 'kafka', 'spark', 'airflow', 'fastapi', 'linux', 'docker', 'git', 'gitlab', 'jenkins']","{'databases': ['mongodb', 'postgresql', 'mysql', 'cassandra'], 'libraries': ['kafka', 'spark', 'airflow'], 'os': ['linux'], 'other': ['docker', 'git', 'gitlab', 'jenkins'], 'programming': ['mongodb', 'shell', 'python'], 'webframeworks': ['fastapi']}",Feb
Data Analyst,Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-12-06 07:14:55,True,False,Germany,,,,Cocomore AG,"['python', 'php', 'sql', 'html', 'javascript', 'r', 'tableau', 'qlik']","{'analyst_tools': ['tableau', 'qlik'], 'programming': ['python', 'php', 'sql', 'html', 'javascript', 'r']}",Dec
Senior Data Engineer,Senior Data Engineer,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-07-14 07:12:47,True,False,Germany,,,,Prematch Sports GmbH,"['python', 'sql', 'postgresql', 'aws', 'kubernetes', 'pulumi']","{'cloud': ['aws'], 'databases': ['postgresql'], 'other': ['kubernetes', 'pulumi'], 'programming': ['python', 'sql']}",Jul
Data Analyst,Consultant Analytics,Germany,via BeBee,Full-time,False,Germany,2023-10-15 07:12:30,True,False,Germany,,,,ISR Information Products AG,"['aws', 'azure', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['aws', 'azure']}",Oct
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:13:28,False,False,Germany,,,,PlanerAI GmbH,"['python', 'pandas']","{'libraries': ['pandas'], 'programming': ['python']}",Dec
Senior Data Analyst,Senior Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-10-28 07:11:17,True,False,Germany,,,,Networking Women in the Fire Service,,,Oct
Data Scientist,Data Scientist Machine Learning,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:56,False,False,Germany,,,,Eterno Health GmbH,"['r', 'python', 'typescript', 'dynamodb', 'aws']","{'cloud': ['aws'], 'databases': ['dynamodb'], 'programming': ['r', 'python', 'typescript']}",Dec
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-17 07:15:31,False,False,Germany,,,,IBM,"['python', 'scala', 'java', 'db2', 'postgresql', 'oracle', 'kafka', 'spark', 'hadoop']","{'cloud': ['oracle'], 'databases': ['db2', 'postgresql'], 'libraries': ['kafka', 'spark', 'hadoop'], 'programming': ['python', 'scala', 'java']}",Dec
Data Engineer,Data Experte,Germany,via BeBee,Part-time,False,Germany,2023-12-09 07:13:11,False,False,Germany,,,,Technische Hochschule Ingolstadt,,,Dec
Business Analyst,Business Analyst SEAO,Germany,via XING,Full-time,False,Germany,2023-09-29 07:14:56,False,False,Germany,,,,LVMH Parfums & Kosmetik GmbH,"['sap', 'excel', 'power bi', 'spreadsheet']","{'analyst_tools': ['sap', 'excel', 'power bi', 'spreadsheet']}",Sep
Data Analyst,Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:38,False,False,Germany,,,,Parking Network BV,"['sql', 'sql server', 'power bi']","{'analyst_tools': ['power bi'], 'databases': ['sql server'], 'programming': ['sql']}",Dec
Data Analyst,Business Data Analyst beim Technologieführer mit 35-Stunden-Woche...,Germany,via Stepstone,Full-time and Part-time,False,Germany,2023-09-16 07:11:44,True,False,Germany,,,,HAPEKO Hanseatisches Personalkontor GmbH,"['tableau', 'power bi', 'qlik']","{'analyst_tools': ['tableau', 'power bi', 'qlik']}",Sep
Senior Data Engineer,Senior Data Engineer,Germany,via KSNT Jobs,Contractor,False,Germany,2023-08-04 07:26:20,True,False,Germany,,,,Hadron Finsys GmbH,"['python', 'sql', 'aws', 'redshift', 'pandas', 'pyspark', 'windows', 'linux', 'git', 'jenkins']","{'cloud': ['aws', 'redshift'], 'libraries': ['pandas', 'pyspark'], 'os': ['windows', 'linux'], 'other': ['git', 'jenkins'], 'programming': ['python', 'sql']}",Aug
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-09-30 07:36:55,False,False,Germany,,,,SmartNanotubes Technologies GmbH,,,Sep
Software Engineer,Remote Python Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:13:53,True,False,Germany,,,,"Salesforce, Inc.","['python', 'r', 'snowflake', 'databricks', 'redshift', 'pandas', 'jupyter', 'tableau', 'looker', 'power bi']","{'analyst_tools': ['tableau', 'looker', 'power bi'], 'cloud': ['snowflake', 'databricks', 'redshift'], 'libraries': ['pandas', 'jupyter'], 'programming': ['python', 'r']}",Dec
Data Analyst,Web- / Data Analyst E-Commerce (m/w/d),Germany,via BeBee,Full-time,False,Germany,2023-11-04 07:33:28,True,False,Germany,,,,Fahrrad XXL,"['css', 'sql', 'bigquery', 'power bi', 'excel', 'dax']","{'analyst_tools': ['power bi', 'excel', 'dax'], 'cloud': ['bigquery'], 'programming': ['css', 'sql']}",Nov
Data Engineer,Data Engineer (m/w/d) im Banking-Umfeld,Germany,via ZipRecruiter,Full-time,False,Germany,2023-09-18 23:59:00,True,False,Germany,,,,IBM Careers,,,Sep
Data Analyst,Data Analyst Supply Chain,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-02-28 07:20:14,False,False,Germany,,,,ThyssenKrupp Presta AG,"['excel', 'unify']","{'analyst_tools': ['excel'], 'sync': ['unify']}",Feb
Data Engineer,Data Science Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-12 07:33:40,False,False,Germany,,,,DB Systel GmbH,"['sql', 'python', 'scala', 'aws', 'spark', 'gitlab']","{'cloud': ['aws'], 'libraries': ['spark'], 'other': ['gitlab'], 'programming': ['sql', 'python', 'scala']}",Dec
Data Analyst,Hr Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-11-24 07:17:33,True,False,Germany,,,,Big Dutchman International GmbH,,,Nov
Senior Data Scientist,Senior SQL Analyst,Germany,via BeBee,Full-time,False,Germany,2023-11-27 08:02:27,True,False,Germany,,,,Xcede Recruitment Solutions,"['sql', 'python']","{'programming': ['sql', 'python']}",Nov
Data Engineer,"Informatiker - Data Engineering, Azure, Snowflake (m/w/d)",Germany,via Jobrapido.com,Part-time and Temp work,False,Germany,2023-09-18 23:59:07,True,False,Germany,,,,porta-Unternehmensgruppe,"['sql', 'snowflake', 'azure', 'ssis', 'jira']","{'analyst_tools': ['ssis'], 'async': ['jira'], 'cloud': ['snowflake', 'azure'], 'programming': ['sql']}",Sep
Data Scientist,"Associate Director, Translational Data Science, Oncology R&D",Germany,via New Scientist Jobs,Full-time,False,Germany,2023-09-07 07:24:58,False,False,Germany,,,,AstraZeneca,,,Sep
Data Scientist,Research Analyst,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:38,False,False,Germany,,,,The Recruitment Council,,,Dec
Data Analyst,Data Analyst Patient Insights,Germany,via BeBee,Full-time,False,Germany,2023-09-12 07:17:49,True,False,Germany,,,,INSIGHT Health GmbH,['excel'],{'analyst_tools': ['excel']},Sep
Data Engineer,Softwareentwickler / Data Engineer DevOps (mwd),Germany,via BeBee,Full-time,False,Germany,2023-12-17 07:15:40,True,False,Germany,,,,HMS Analytical Software GmbH,"['python', 'r', 'go', 'matlab', 'sas', 'sas', 'c#', 'db2', 'oracle', 'azure', 'aws']","{'analyst_tools': ['sas'], 'cloud': ['oracle', 'azure', 'aws'], 'databases': ['db2'], 'programming': ['python', 'r', 'go', 'matlab', 'sas', 'c#']}",Dec
Data Scientist,"Associate Director, Translational Data Science, Oncology R&D",Germany,via New Scientist Jobs,Full-time,False,Germany,2023-07-17 07:54:14,False,False,Germany,,,,AstraZeneca,,,Jul
Senior Data Engineer,Lead / Senior Data Engineer (m/w/d),Germany,via SmartRecruiters Job Search,Full-time,False,Germany,2023-07-13 07:11:17,True,False,Germany,,,,Hitachi Solutions,"['sql', 'azure', 'databricks', 'pyspark', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['pyspark'], 'programming': ['sql']}",Jul
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-12-09 07:12:51,False,False,Germany,,,,Ramblr GmbH,"['python', 'sql', 'numpy', 'matplotlib', 'scikit-learn', 'pandas', 'seaborn', 'git']","{'libraries': ['numpy', 'matplotlib', 'scikit-learn', 'pandas', 'seaborn'], 'other': ['git'], 'programming': ['python', 'sql']}",Dec
Data Analyst,Data Analyst/Programmer (m/w/d),Germany,via Stepstone,Full-time,False,Germany,2023-07-04 07:11:46,True,False,Germany,,,,Rheinmetall Landsysteme GmbH,"['sql', 'vba', 't-sql', 'c#', 'sql server', 'asp.net', 'excel']","{'analyst_tools': ['excel'], 'databases': ['sql server'], 'programming': ['sql', 'vba', 't-sql', 'c#'], 'webframeworks': ['asp.net']}",Jul
Data Scientist,Lead Quantitative Analyst,Germany,"via Trabajo.org - Stellenangebote, Arbeit",Full-time,False,Germany,2023-04-01 07:12:18,False,False,Germany,,,,OneMain Financial,"['r', 'sas', 'sas', 'sql', 'matlab', 'python']","{'analyst_tools': ['sas'], 'programming': ['r', 'sas', 'sql', 'matlab', 'python']}",Apr
Data Engineer,Data Engineer (m/w/d),Germany,via StepStone,Full-time,False,Germany,2023-04-19 07:18:14,True,False,Germany,,,,Rutronik Elektronische Bauelemente GmbH,"['t-sql', 'sql', 'sql server', 'ssis']","{'analyst_tools': ['ssis'], 'databases': ['sql server'], 'programming': ['t-sql', 'sql']}",Apr
Data Engineer,Application Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-12-01 07:21:26,False,False,Germany,,,,Advanzia Bank,"['sql', 'nosql', 'python', 'r', 'azure', 'pyspark', 'ssis', 'git']","{'analyst_tools': ['ssis'], 'cloud': ['azure'], 'libraries': ['pyspark'], 'other': ['git'], 'programming': ['sql', 'nosql', 'python', 'r']}",Dec
Software Engineer,Software Engineer Python,Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-11-22 07:22:34,True,False,Germany,,,,Trawa,"['python', 'react', 'graphql', 'node.js', 'vue.js', 'django', 'fastapi', 'docker', 'terraform']","{'libraries': ['react', 'graphql'], 'other': ['docker', 'terraform'], 'programming': ['python'], 'webframeworks': ['node.js', 'vue.js', 'django', 'fastapi']}",Nov
Cloud Engineer,Customer Success Operations,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-02-28 07:20:03,False,False,Germany,,,,Trellix,"['sheets', 'tableau', 'qlik', 'power bi']","{'analyst_tools': ['sheets', 'tableau', 'qlik', 'power bi']}",Feb
Data Engineer,Data Engineer Im Bereich Data Integration,Germany,via BeBee,Full-time,False,Germany,2023-09-24 07:07:46,True,False,Germany,,,,Liebherr-MCCtec Rostock GmbH,,,Sep
Data Scientist,Data Scientist (m/w/d),Germany,via Stepstone,Full-time,False,Germany,2023-08-25 07:25:21,False,False,Germany,,,,tesa Werk Hamburg GmbH,['sql'],{'programming': ['sql']},Aug
Data Engineer,Data Engineer SQL,Germany,via BeBee,Full-time,False,Germany,2023-10-07 07:12:24,True,False,Germany,,,,Plutoneo Consulting GmbH,"['vba', 'sql', 'ms access', 'excel']","{'analyst_tools': ['ms access', 'excel'], 'programming': ['vba', 'sql']}",Oct
Data Scientist,Data Scientist Insurance (all genders),Germany,via LinkedIn,Full-time,False,Germany,2023-04-13 07:18:57,False,False,Germany,,,,GLASER LEMKE Managementberatung GmbH,"['python', 'terraform']","{'other': ['terraform'], 'programming': ['python']}",Apr
Data Scientist,Data Scientist,Germany,via BeBee,Full-time,False,Germany,2023-09-01 07:44:12,False,False,Germany,,,,"Vianai Systems, Inc.","['javascript', 'sql', 'kafka', 'express', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['kafka'], 'programming': ['javascript', 'sql'], 'webframeworks': ['express']}",Sep
Data Scientist,Data Scientist Machine Learning,Germany,via BeBee,Full-time,False,Germany,2023-12-06 07:15:43,False,False,Germany,,,,MNR Solutions Pvt. Ltd.,,,Dec
Senior Data Engineer,Senior Data Engineer,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-02-15 07:34:41,False,False,Germany,,,,E Digital Technology GmbH,"['go', 'azure', 'databricks', 'pyspark']","{'cloud': ['azure', 'databricks'], 'libraries': ['pyspark'], 'programming': ['go']}",Feb
Data Engineer,Data Engineer,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-12-09 07:13:47,False,False,Germany,,,,msg life ag,"['python', 'java', 'hadoop']","{'libraries': ['hadoop'], 'programming': ['python', 'java']}",Dec
Data Scientist,Project Data Scientist (m/w/d),Germany,via Indeed,Full-time,False,Germany,2023-08-21 07:22:39,False,False,Germany,,,,Hays AG,['sap'],{'analyst_tools': ['sap']},Aug
Data Analyst,Fachreferentin / Programmiererin / Data Analyst (w/m/d...,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-10-14 07:10:19,False,False,Germany,,,,ifo Institut – Leibniz-Institut für Wirtschaftsforschung an der Universität München e.V.,"['python', 'word', 'git']","{'analyst_tools': ['word'], 'other': ['git'], 'programming': ['python']}",Oct
Data Engineer,Data Engineer,Germany,via LinkedIn,Full-time,False,Germany,2023-10-24 07:14:05,False,False,Germany,,,,Who Moves,"['java', 'css', 'bash', 'azure', 'aws']","{'cloud': ['azure', 'aws'], 'programming': ['java', 'css', 'bash']}",Oct
Data Analyst,Data Analyst,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-01-01 07:36:09,True,False,Germany,,,,Michael Page,"['sql', 't-sql', 'sql server', 'ssis', 'qlik', 'tableau']","{'analyst_tools': ['ssis', 'qlik', 'tableau'], 'databases': ['sql server'], 'programming': ['sql', 't-sql']}",Jan
Data Engineer,BI Data Engineer:in,Germany,via Indeed,Full-time,False,Germany,2023-11-10 07:35:24,True,False,Germany,,,,Deutsche Bahn,"['python', 'oracle', 'qlik']","{'analyst_tools': ['qlik'], 'cloud': ['oracle'], 'programming': ['python']}",Nov
Data Scientist,Data Scientist with Focus on Machine Learning as a Customer Service,Germany,via ProActuary,Full-time,False,Germany,2023-05-01 07:14:18,False,False,Germany,,,,Hannover Re,"['r', 'python']","{'programming': ['r', 'python']}",May
